Date and time,Channel Flow (Cumecs),Quality,Interpolation type,Remarks
,,,,Disclaimer
,,,,Use of the information and data contained within this file is at your sole risk.
,,,,"The data is telemetered data, which is transmitted and published by automatic processes."
,,,,"The data is unchecked and may not be accurate, current or complete and it may contain errors."
,,,,Hydro Tasmania:
,,,,"  . makes no representations, either expressed or implied, as to the accuracy of the information and data contained in this file"
,,,,  . accepts no liability however arising for any loss resulting from the use of the information and data in this file or reliance placed on it; and
,,,,"  . makes no representations, either expressed or implied, as to the suitability of the said information and data for any particular purpose."
,,,,
,,,,Copyright 2014 Hydro Electric Corporation.
,,,,No part of this data may be copied to third parties without the
,,,,specific written consent of Hydro Tasmania.
,,,,Time-series interpolation types
,,,,"  InstVal = Instantaneous Value, linear interpolation between observations. For example continuous watercourse level."
,,,,  PrecVal = Preceeding period average value. For example daily avergae flow for the 1st day of Jan 2012 would have timestamp 02/01/2012 00:00
,,,,  PrecMax = Preceding period maximum value. For example maximum weekly watercourse discharge
,,,,  PrecMin = Preceding period minimum value. For example daily minimum temperature
,,,,  PrecTot = Preceding period total value. For example daily total rainfall for the 1st day of Jan 2012 would have date stamp 02/01/2012 00:00
,,,,"  InstTot = Instantaneous total, total value that ocurred at an event"
,,,,"  NoJoin  = Discontinuous value, collection occurs infrequently and interpolation or integration not possible"
,,,,"  SuccVal = Succeeding period Value, value holds until changed"
,,,,  PrecDir = Preceding period directional value.  For example wind direction
,,,,site = LAKE RIVER BELOW WOODS LAKE DAM
,,,,location = 20M D/S WOODS DAM
15-08-2003 00:00,0.008,unverified data,PrecVal,
16-08-2003 00:00,0.004,unverified data,PrecVal,
17-08-2003 00:00,0.004,unverified data,PrecVal,
18-08-2003 00:00,0.004,unverified data,PrecVal,
19-08-2003 00:00,0.004,unverified data,PrecVal,
20-08-2003 00:00,0.004,unverified data,PrecVal,
21-08-2003 00:00,0.004,unverified data,PrecVal,
22-08-2003 00:00,0.004,unverified data,PrecVal,
23-08-2003 00:00,0.004,unverified data,PrecVal,
24-08-2003 00:00,0.004,unverified data,PrecVal,
25-08-2003 00:00,0.01,unverified data,PrecVal,
26-08-2003 00:00,0.07,unverified data,PrecVal,
27-08-2003 00:00,0.022,unverified data,PrecVal,
28-08-2003 00:00,0.011,unverified data,PrecVal,
29-08-2003 00:00,0.011,unverified data,PrecVal,
30-08-2003 00:00,0.01,unverified data,PrecVal,
31-08-2003 00:00,0.037,unverified data,PrecVal,
01-09-2003 00:00,0.076,unverified data,PrecVal,
02-09-2003 00:00,0.144,unverified data,PrecVal,
03-09-2003 00:00,0.42,unverified data,PrecVal,
04-09-2003 00:00,0.777,unverified data,PrecVal,
05-09-2003 00:00,0.388,unverified data,PrecVal,
06-09-2003 00:00,0.77,unverified data,PrecVal,
07-09-2003 00:00,0.995,unverified data,PrecVal,
08-09-2003 00:00,1.319,unverified data,PrecVal,
09-09-2003 00:00,1.234,unverified data,PrecVal,
10-09-2003 00:00,1.372,unverified data,PrecVal,
11-09-2003 00:00,1.535,unverified data,PrecVal,
12-09-2003 00:00,1.79,unverified data,PrecVal,
13-09-2003 00:00,1.887,unverified data,PrecVal,
14-09-2003 00:00,1.851,unverified data,PrecVal,
15-09-2003 00:00,1.927,unverified data,PrecVal,
16-09-2003 00:00,2.03,unverified data,PrecVal,
17-09-2003 00:00,2.38,unverified data,PrecVal,
18-09-2003 00:00,2.842,unverified data,PrecVal,
19-09-2003 00:00,2.744,unverified data,PrecVal,
20-09-2003 00:00,3.003,unverified data,PrecVal,
21-09-2003 00:00,3.223,unverified data,PrecVal,
22-09-2003 00:00,3.338,unverified data,PrecVal,
23-09-2003 00:00,3.123,unverified data,PrecVal,
24-09-2003 00:00,3.322,unverified data,PrecVal,
25-09-2003 00:00,3.658,unverified data,PrecVal,
26-09-2003 00:00,4.061,unverified data,PrecVal,
27-09-2003 00:00,4.336,unverified data,PrecVal,
28-09-2003 00:00,4.242,unverified data,PrecVal,
29-09-2003 00:00,4.216,unverified data,PrecVal,
30-09-2003 00:00,4.538,unverified data,PrecVal,
01-10-2003 00:00,4.163,unverified data,PrecVal,
02-10-2003 00:00,3.89,unverified data,PrecVal,
03-10-2003 00:00,3.919,unverified data,PrecVal,
04-10-2003 00:00,3.82,unverified data,PrecVal,
05-10-2003 00:00,3.582,unverified data,PrecVal,
06-10-2003 00:00,3.421,unverified data,PrecVal,
07-10-2003 00:00,3.315,unverified data,PrecVal,
08-10-2003 00:00,3.189,unverified data,PrecVal,
09-10-2003 00:00,3.211,unverified data,PrecVal,
10-10-2003 00:00,2.945,unverified data,PrecVal,
11-10-2003 00:00,2.692,unverified data,PrecVal,
12-10-2003 00:00,2.51,unverified data,PrecVal,
13-10-2003 00:00,2.317,unverified data,PrecVal,
14-10-2003 00:00,2.148,unverified data,PrecVal,
15-10-2003 00:00,2.044,unverified data,PrecVal,
16-10-2003 00:00,1.974,unverified data,PrecVal,
17-10-2003 00:00,1.899,unverified data,PrecVal,
18-10-2003 00:00,1.733,unverified data,PrecVal,
19-10-2003 00:00,1.622,unverified data,PrecVal,
20-10-2003 00:00,1.654,unverified data,PrecVal,
21-10-2003 00:00,1.637,unverified data,PrecVal,
22-10-2003 00:00,1.579,unverified data,PrecVal,
23-10-2003 00:00,1.405,unverified data,PrecVal,
24-10-2003 00:00,1.191,unverified data,PrecVal,
25-10-2003 00:00,1.105,unverified data,PrecVal,
26-10-2003 00:00,1.061,unverified data,PrecVal,
27-10-2003 00:00,1.279,unverified data,PrecVal,
28-10-2003 00:00,1.041,unverified data,PrecVal,
29-10-2003 00:00,0.814,unverified data,PrecVal,
30-10-2003 00:00,1.016,unverified data,PrecVal,
31-10-2003 00:00,1.023,unverified data,PrecVal,
01-11-2003 00:00,0.692,unverified data,PrecVal,
02-11-2003 00:00,0.873,unverified data,PrecVal,
03-11-2003 00:00,0.842,unverified data,PrecVal,
04-11-2003 00:00,0.706,unverified data,PrecVal,
05-11-2003 00:00,0.448,unverified data,PrecVal,
06-11-2003 00:00,0.419,unverified data,PrecVal,
07-11-2003 00:00,0.655,unverified data,PrecVal,
08-11-2003 00:00,0.279,unverified data,PrecVal,
09-11-2003 00:00,0.248,unverified data,PrecVal,
10-11-2003 00:00,0.256,unverified data,PrecVal,
11-11-2003 00:00,0.244,unverified data,PrecVal,
12-11-2003 00:00,0.881,unverified data,PrecVal,
13-11-2003 00:00,1.277,unverified data,PrecVal,
14-11-2003 00:00,1.005,unverified data,PrecVal,
15-11-2003 00:00,1.302,unverified data,PrecVal,
16-11-2003 00:00,1.397,unverified data,PrecVal,
17-11-2003 00:00,1.106,unverified data,PrecVal,
18-11-2003 00:00,0.934,unverified data,PrecVal,
19-11-2003 00:00,0.935,unverified data,PrecVal,
20-11-2003 00:00,0.948,unverified data,PrecVal,
21-11-2003 00:00,0.977,unverified data,PrecVal,
22-11-2003 00:00,0.928,unverified data,PrecVal,
23-11-2003 00:00,0.924,unverified data,PrecVal,
24-11-2003 00:00,0.923,unverified data,PrecVal,
25-11-2003 00:00,0.917,unverified data,PrecVal,
26-11-2003 00:00,0.92,unverified data,PrecVal,
27-11-2003 00:00,0.923,unverified data,PrecVal,
28-11-2003 00:00,0.925,unverified data,PrecVal,
29-11-2003 00:00,0.932,unverified data,PrecVal,
30-11-2003 00:00,0.929,unverified data,PrecVal,
01-12-2003 00:00,0.933,unverified data,PrecVal,
02-12-2003 00:00,0.942,unverified data,PrecVal,
03-12-2003 00:00,0.935,unverified data,PrecVal,
04-12-2003 00:00,0.933,unverified data,PrecVal,
05-12-2003 00:00,0.955,unverified data,PrecVal,
06-12-2003 00:00,0.938,unverified data,PrecVal,
07-12-2003 00:00,0.906,unverified data,PrecVal,
08-12-2003 00:00,0.908,unverified data,PrecVal,
09-12-2003 00:00,0.91,unverified data,PrecVal,
10-12-2003 00:00,0.917,unverified data,PrecVal,
11-12-2003 00:00,0.922,unverified data,PrecVal,
12-12-2003 00:00,0.944,unverified data,PrecVal,
13-12-2003 00:00,0.952,unverified data,PrecVal,
14-12-2003 00:00,0.972,unverified data,PrecVal,
15-12-2003 00:00,0.93,unverified data,PrecVal,
16-12-2003 00:00,0.921,unverified data,PrecVal,
17-12-2003 00:00,0.92,unverified data,PrecVal,
18-12-2003 00:00,1.121,unverified data,PrecVal,
19-12-2003 00:00,1.293,unverified data,PrecVal,
20-12-2003 00:00,1.309,unverified data,PrecVal,
21-12-2003 00:00,1.303,unverified data,PrecVal,
22-12-2003 00:00,1.305,unverified data,PrecVal,
23-12-2003 00:00,1.359,unverified data,PrecVal,
24-12-2003 00:00,1.287,unverified data,PrecVal,
25-12-2003 00:00,1.267,unverified data,PrecVal,
26-12-2003 00:00,1.286,unverified data,PrecVal,
27-12-2003 00:00,1.269,unverified data,PrecVal,
28-12-2003 00:00,1.264,unverified data,PrecVal,
29-12-2003 00:00,1.244,unverified data,PrecVal,
30-12-2003 00:00,1.24,unverified data,PrecVal,
31-12-2003 00:00,1.235,unverified data,PrecVal,
01-01-2004 00:00,1.232,unverified data,PrecVal,
02-01-2004 00:00,1.235,unverified data,PrecVal,
03-01-2004 00:00,1.236,unverified data,PrecVal,
04-01-2004 00:00,1.23,unverified data,PrecVal,
05-01-2004 00:00,1.247,unverified data,PrecVal,
06-01-2004 00:00,1.237,unverified data,PrecVal,
07-01-2004 00:00,1.08,unverified data,PrecVal,
08-01-2004 00:00,0.962,unverified data,PrecVal,
09-01-2004 00:00,0.963,unverified data,PrecVal,
10-01-2004 00:00,0.944,unverified data,PrecVal,
11-01-2004 00:00,0.935,unverified data,PrecVal,
12-01-2004 00:00,0.937,unverified data,PrecVal,
13-01-2004 00:00,0.928,unverified data,PrecVal,
14-01-2004 00:00,0.932,unverified data,PrecVal,
15-01-2004 00:00,0.938,unverified data,PrecVal,
16-01-2004 00:00,0.916,unverified data,PrecVal,
17-01-2004 00:00,0.916,unverified data,PrecVal,
18-01-2004 00:00,0.922,unverified data,PrecVal,
19-01-2004 00:00,0.923,unverified data,PrecVal,
20-01-2004 00:00,0.92,unverified data,PrecVal,
21-01-2004 00:00,0.914,unverified data,PrecVal,
22-01-2004 00:00,0.918,unverified data,PrecVal,
23-01-2004 00:00,0.921,unverified data,PrecVal,
24-01-2004 00:00,0.915,unverified data,PrecVal,
25-01-2004 00:00,0.921,unverified data,PrecVal,
26-01-2004 00:00,0.926,unverified data,PrecVal,
27-01-2004 00:00,0.934,unverified data,PrecVal,
28-01-2004 00:00,0.932,unverified data,PrecVal,
29-01-2004 00:00,0.943,unverified data,PrecVal,
30-01-2004 00:00,0.797,unverified data,PrecVal,
31-01-2004 00:00,0.603,unverified data,PrecVal,
01-02-2004 00:00,0.61,unverified data,PrecVal,
02-02-2004 00:00,0.618,unverified data,PrecVal,
03-02-2004 00:00,0.626,unverified data,PrecVal,
04-02-2004 00:00,0.249,unverified data,PrecVal,
05-02-2004 00:00,0.063,unverified data,PrecVal,
06-02-2004 00:00,0.064,unverified data,PrecVal,
07-02-2004 00:00,0.057,unverified data,PrecVal,
08-02-2004 00:00,0.055,unverified data,PrecVal,
09-02-2004 00:00,0.057,unverified data,PrecVal,
10-02-2004 00:00,0.052,unverified data,PrecVal,
11-02-2004 00:00,0.051,unverified data,PrecVal,
12-02-2004 00:00,0.051,unverified data,PrecVal,
13-02-2004 00:00,0.052,unverified data,PrecVal,
14-02-2004 00:00,0.05,unverified data,PrecVal,
15-02-2004 00:00,0.051,unverified data,PrecVal,
16-02-2004 00:00,0.044,unverified data,PrecVal,
17-02-2004 00:00,0.04,unverified data,PrecVal,
18-02-2004 00:00,0.041,unverified data,PrecVal,
19-02-2004 00:00,0.033,unverified data,PrecVal,
20-02-2004 00:00,0.013,unverified data,PrecVal,
21-02-2004 00:00,0.006,unverified data,PrecVal,
22-02-2004 00:00,0.003,unverified data,PrecVal,
23-02-2004 00:00,0.001,unverified data,PrecVal,
24-02-2004 00:00,0.218,unverified data,PrecVal,
25-02-2004 00:00,0.792,unverified data,PrecVal,
26-02-2004 00:00,0.793,unverified data,PrecVal,
27-02-2004 00:00,0.794,unverified data,PrecVal,
28-02-2004 00:00,0.792,unverified data,PrecVal,
29-02-2004 00:00,0.791,unverified data,PrecVal,
01-03-2004 00:00,0.795,unverified data,PrecVal,
02-03-2004 00:00,0.779,unverified data,PrecVal,
03-03-2004 00:00,0.772,unverified data,PrecVal,
04-03-2004 00:00,0.775,unverified data,PrecVal,
05-03-2004 00:00,0.77,unverified data,PrecVal,
06-03-2004 00:00,0.765,unverified data,PrecVal,
07-03-2004 00:00,0.77,unverified data,PrecVal,
08-03-2004 00:00,0.769,unverified data,PrecVal,
09-03-2004 00:00,0.764,unverified data,PrecVal,
10-03-2004 00:00,0.768,unverified data,PrecVal,
11-03-2004 00:00,0.753,unverified data,PrecVal,
12-03-2004 00:00,0.748,unverified data,PrecVal,
13-03-2004 00:00,0.621,unverified data,PrecVal,
14-03-2004 00:00,0.561,unverified data,PrecVal,
15-03-2004 00:00,0.564,unverified data,PrecVal,
16-03-2004 00:00,0.567,unverified data,PrecVal,
17-03-2004 00:00,0.562,unverified data,PrecVal,
18-03-2004 00:00,0.57,unverified data,PrecVal,
19-03-2004 00:00,0.575,unverified data,PrecVal,
20-03-2004 00:00,0.57,unverified data,PrecVal,
21-03-2004 00:00,0.56,unverified data,PrecVal,
22-03-2004 00:00,0.551,unverified data,PrecVal,
23-03-2004 00:00,0.548,unverified data,PrecVal,
24-03-2004 00:00,0.554,unverified data,PrecVal,
25-03-2004 00:00,0.555,unverified data,PrecVal,
26-03-2004 00:00,0.555,unverified data,PrecVal,
27-03-2004 00:00,0.546,unverified data,PrecVal,
28-03-2004 00:00,0.533,unverified data,PrecVal,
29-03-2004 00:00,0.534,unverified data,PrecVal,
30-03-2004 00:00,0.54,unverified data,PrecVal,
31-03-2004 00:00,0.544,unverified data,PrecVal,
01-04-2004 00:00,0.541,unverified data,PrecVal,
02-04-2004 00:00,0.545,unverified data,PrecVal,
03-04-2004 00:00,0.523,unverified data,PrecVal,
04-04-2004 00:00,0.52,unverified data,PrecVal,
05-04-2004 00:00,0.516,unverified data,PrecVal,
06-04-2004 00:00,0.514,unverified data,PrecVal,
07-04-2004 00:00,0.515,unverified data,PrecVal,
08-04-2004 00:00,0.512,unverified data,PrecVal,
09-04-2004 00:00,0.509,unverified data,PrecVal,
10-04-2004 00:00,0.512,unverified data,PrecVal,
11-04-2004 00:00,0.509,unverified data,PrecVal,
12-04-2004 00:00,0.514,unverified data,PrecVal,
13-04-2004 00:00,0.513,unverified data,PrecVal,
14-04-2004 00:00,0.514,unverified data,PrecVal,
15-04-2004 00:00,0.512,unverified data,PrecVal,
16-04-2004 00:00,0.51,unverified data,PrecVal,
17-04-2004 00:00,0.514,unverified data,PrecVal,
18-04-2004 00:00,0.514,unverified data,PrecVal,
19-04-2004 00:00,0.512,unverified data,PrecVal,
20-04-2004 00:00,0.507,unverified data,PrecVal,
21-04-2004 00:00,0.508,unverified data,PrecVal,
22-04-2004 00:00,0.509,unverified data,PrecVal,
23-04-2004 00:00,0.506,unverified data,PrecVal,
24-04-2004 00:00,0.295,unverified data,PrecVal,
25-04-2004 00:00,0.171,unverified data,PrecVal,
26-04-2004 00:00,0.171,unverified data,PrecVal,
27-04-2004 00:00,0.169,unverified data,PrecVal,
28-04-2004 00:00,0.169,unverified data,PrecVal,
29-04-2004 00:00,0.17,unverified data,PrecVal,
30-04-2004 00:00,0.171,unverified data,PrecVal,
01-05-2004 00:00,0.171,unverified data,PrecVal,
02-05-2004 00:00,0.171,unverified data,PrecVal,
03-05-2004 00:00,0.17,unverified data,PrecVal,
04-05-2004 00:00,0.169,unverified data,PrecVal,
05-05-2004 00:00,0.169,unverified data,PrecVal,
06-05-2004 00:00,0.167,unverified data,PrecVal,
07-05-2004 00:00,0.164,unverified data,PrecVal,
08-05-2004 00:00,0.162,unverified data,PrecVal,
09-05-2004 00:00,0.163,unverified data,PrecVal,
10-05-2004 00:00,0.163,unverified data,PrecVal,
11-05-2004 00:00,0.162,unverified data,PrecVal,
12-05-2004 00:00,0.161,unverified data,PrecVal,
13-05-2004 00:00,0.16,unverified data,PrecVal,
14-05-2004 00:00,0.148,unverified data,PrecVal,
15-05-2004 00:00,0.145,unverified data,PrecVal,
16-05-2004 00:00,0.146,unverified data,PrecVal,
17-05-2004 00:00,0.145,unverified data,PrecVal,
18-05-2004 00:00,0.141,unverified data,PrecVal,
19-05-2004 00:00,0.142,unverified data,PrecVal,
20-05-2004 00:00,0.132,unverified data,PrecVal,
21-05-2004 00:00,0.009,unverified data,PrecVal,
22-05-2004 00:00,0,unverified data,PrecVal,
23-05-2004 00:00,0,unverified data,PrecVal,
24-05-2004 00:00,0,unverified data,PrecVal,
25-05-2004 00:00,0,unverified data,PrecVal,
26-05-2004 00:00,0,unverified data,PrecVal,
27-05-2004 00:00,0,unverified data,PrecVal,
28-05-2004 00:00,0,unverified data,PrecVal,
29-05-2004 00:00,0,unverified data,PrecVal,
30-05-2004 00:00,0,unverified data,PrecVal,
31-05-2004 00:00,0,unverified data,PrecVal,
01-06-2004 00:00,0,unverified data,PrecVal,
02-06-2004 00:00,0,unverified data,PrecVal,
03-06-2004 00:00,0,unverified data,PrecVal,
04-06-2004 00:00,0,unverified data,PrecVal,
05-06-2004 00:00,0,unverified data,PrecVal,
06-06-2004 00:00,0,unverified data,PrecVal,
07-06-2004 00:00,0,unverified data,PrecVal,
08-06-2004 00:00,0,unverified data,PrecVal,
09-06-2004 00:00,0,unverified data,PrecVal,
10-06-2004 00:00,0,unverified data,PrecVal,
11-06-2004 00:00,0,unverified data,PrecVal,
12-06-2004 00:00,0,unverified data,PrecVal,
13-06-2004 00:00,0,unverified data,PrecVal,
14-06-2004 00:00,0,unverified data,PrecVal,
15-06-2004 00:00,0,unverified data,PrecVal,
16-06-2004 00:00,0,unverified data,PrecVal,
17-06-2004 00:00,0,unverified data,PrecVal,
18-06-2004 00:00,0,unverified data,PrecVal,
19-06-2004 00:00,0,unverified data,PrecVal,
20-06-2004 00:00,0,unverified data,PrecVal,
21-06-2004 00:00,0,unverified data,PrecVal,
22-06-2004 00:00,0,unverified data,PrecVal,
23-06-2004 00:00,0,unverified data,PrecVal,
24-06-2004 00:00,0,unverified data,PrecVal,
25-06-2004 00:00,0,unverified data,PrecVal,
26-06-2004 00:00,0,unverified data,PrecVal,
27-06-2004 00:00,0,unverified data,PrecVal,
28-06-2004 00:00,0,unverified data,PrecVal,
29-06-2004 00:00,0,unverified data,PrecVal,
30-06-2004 00:00,0,unverified data,PrecVal,
01-07-2004 00:00,0,unverified data,PrecVal,
02-07-2004 00:00,0,unverified data,PrecVal,
03-07-2004 00:00,0.001,unverified data,PrecVal,
04-07-2004 00:00,0,unverified data,PrecVal,
05-07-2004 00:00,0.001,unverified data,PrecVal,
06-07-2004 00:00,0.001,unverified data,PrecVal,
07-07-2004 00:00,0.001,unverified data,PrecVal,
08-07-2004 00:00,0.001,unverified data,PrecVal,
09-07-2004 00:00,0,unverified data,PrecVal,
10-07-2004 00:00,0.001,unverified data,PrecVal,
11-07-2004 00:00,0.002,unverified data,PrecVal,
12-07-2004 00:00,0.002,unverified data,PrecVal,
13-07-2004 00:00,0.002,unverified data,PrecVal,
14-07-2004 00:00,0.002,unverified data,PrecVal,
15-07-2004 00:00,0.005,unverified data,PrecVal,
16-07-2004 00:00,0.002,unverified data,PrecVal,
17-07-2004 00:00,0.002,unverified data,PrecVal,
18-07-2004 00:00,0.002,unverified data,PrecVal,
19-07-2004 00:00,0.001,unverified data,PrecVal,
20-07-2004 00:00,0.002,unverified data,PrecVal,
21-07-2004 00:00,0.002,unverified data,PrecVal,
22-07-2004 00:00,0.001,unverified data,PrecVal,
23-07-2004 00:00,0.001,unverified data,PrecVal,
24-07-2004 00:00,0.001,unverified data,PrecVal,
25-07-2004 00:00,0.001,unverified data,PrecVal,
26-07-2004 00:00,0.001,unverified data,PrecVal,
27-07-2004 00:00,0.004,unverified data,PrecVal,
28-07-2004 00:00,0.002,unverified data,PrecVal,
29-07-2004 00:00,0.001,unverified data,PrecVal,
30-07-2004 00:00,0.001,unverified data,PrecVal,
31-07-2004 00:00,0.001,unverified data,PrecVal,
01-08-2004 00:00,0.001,unverified data,PrecVal,
02-08-2004 00:00,0.001,unverified data,PrecVal,
03-08-2004 00:00,0.001,unverified data,PrecVal,
04-08-2004 00:00,0.001,unverified data,PrecVal,
05-08-2004 00:00,0.001,unverified data,PrecVal,
06-08-2004 00:00,0.021,unverified data,PrecVal,
07-08-2004 00:00,0.006,unverified data,PrecVal,
08-08-2004 00:00,0.001,unverified data,PrecVal,
09-08-2004 00:00,0.005,unverified data,PrecVal,
10-08-2004 00:00,0.059,unverified data,PrecVal,
11-08-2004 00:00,0.045,unverified data,PrecVal,
12-08-2004 00:00,0.052,unverified data,PrecVal,
13-08-2004 00:00,0.084,unverified data,PrecVal,
14-08-2004 00:00,0.002,unverified data,PrecVal,
15-08-2004 00:00,0.023,unverified data,PrecVal,
16-08-2004 00:00,0.004,unverified data,PrecVal,
17-08-2004 00:00,0.001,unverified data,PrecVal,
18-08-2004 00:00,0.001,unverified data,PrecVal,
19-08-2004 00:00,0.001,unverified data,PrecVal,
20-08-2004 00:00,0.002,unverified data,PrecVal,
21-08-2004 00:00,0.021,unverified data,PrecVal,
22-08-2004 00:00,0.285,unverified data,PrecVal,
23-08-2004 00:00,0.03,unverified data,PrecVal,
24-08-2004 00:00,0.004,unverified data,PrecVal,
25-08-2004 00:00,0.004,unverified data,PrecVal,
26-08-2004 00:00,0.009,unverified data,PrecVal,
27-08-2004 00:00,0.008,unverified data,PrecVal,
28-08-2004 00:00,0.012,unverified data,PrecVal,
29-08-2004 00:00,0.021,unverified data,PrecVal,
30-08-2004 00:00,0.023,unverified data,PrecVal,
31-08-2004 00:00,0.134,unverified data,PrecVal,
01-09-2004 00:00,0.252,unverified data,PrecVal,
02-09-2004 00:00,0.127,unverified data,PrecVal,
03-09-2004 00:00,0.032,unverified data,PrecVal,
04-09-2004 00:00,0.035,unverified data,PrecVal,
05-09-2004 00:00,0.055,unverified data,PrecVal,
06-09-2004 00:00,0.023,unverified data,PrecVal,
07-09-2004 00:00,0.023,unverified data,PrecVal,
08-09-2004 00:00,0.024,unverified data,PrecVal,
09-09-2004 00:00,0.058,unverified data,PrecVal,
10-09-2004 00:00,0.091,unverified data,PrecVal,
11-09-2004 00:00,0.146,unverified data,PrecVal,
12-09-2004 00:00,0.19,unverified data,PrecVal,
13-09-2004 00:00,0.27,unverified data,PrecVal,
14-09-2004 00:00,0.315,unverified data,PrecVal,
15-09-2004 00:00,0.212,unverified data,PrecVal,
16-09-2004 00:00,0.36,unverified data,PrecVal,
17-09-2004 00:00,0.29,unverified data,PrecVal,
18-09-2004 00:00,0.259,unverified data,PrecVal,
19-09-2004 00:00,0.084,unverified data,PrecVal,
20-09-2004 00:00,0.027,unverified data,PrecVal,
21-09-2004 00:00,0.022,unverified data,PrecVal,
22-09-2004 00:00,0.034,unverified data,PrecVal,
23-09-2004 00:00,0.215,unverified data,PrecVal,
24-09-2004 00:00,0.134,unverified data,PrecVal,
25-09-2004 00:00,0.098,unverified data,PrecVal,
26-09-2004 00:00,0.046,unverified data,PrecVal,
27-09-2004 00:00,0.056,unverified data,PrecVal,
28-09-2004 00:00,0.102,unverified data,PrecVal,
29-09-2004 00:00,0.054,unverified data,PrecVal,
30-09-2004 00:00,0.12,unverified data,PrecVal,
01-10-2004 00:00,0.107,unverified data,PrecVal,
02-10-2004 00:00,0.03,unverified data,PrecVal,
03-10-2004 00:00,0.029,unverified data,PrecVal,
04-10-2004 00:00,0.106,unverified data,PrecVal,
05-10-2004 00:00,0.237,unverified data,PrecVal,
06-10-2004 00:00,0.198,unverified data,PrecVal,
07-10-2004 00:00,0.034,unverified data,PrecVal,
08-10-2004 00:00,0.012,unverified data,PrecVal,
09-10-2004 00:00,0.405,unverified data,PrecVal,
10-10-2004 00:00,0.076,unverified data,PrecVal,
11-10-2004 00:00,0.012,unverified data,PrecVal,
12-10-2004 00:00,0.038,unverified data,PrecVal,
13-10-2004 00:00,0.119,unverified data,PrecVal,
14-10-2004 00:00,0.198,unverified data,PrecVal,
15-10-2004 00:00,0.143,unverified data,PrecVal,
16-10-2004 00:00,0.123,unverified data,PrecVal,
17-10-2004 00:00,0.012,unverified data,PrecVal,
18-10-2004 00:00,0,unverified data,PrecVal,
19-10-2004 00:00,0.001,unverified data,PrecVal,
20-10-2004 00:00,0.109,unverified data,PrecVal,
21-10-2004 00:00,0.427,unverified data,PrecVal,
22-10-2004 00:00,0.425,unverified data,PrecVal,
23-10-2004 00:00,0.425,unverified data,PrecVal,
24-10-2004 00:00,0.477,unverified data,PrecVal,
25-10-2004 00:00,0.42,unverified data,PrecVal,
26-10-2004 00:00,0.426,unverified data,PrecVal,
27-10-2004 00:00,0.422,unverified data,PrecVal,
28-10-2004 00:00,0.516,unverified data,PrecVal,
29-10-2004 00:00,0.506,unverified data,PrecVal,
30-10-2004 00:00,0.439,unverified data,PrecVal,
31-10-2004 00:00,0.405,unverified data,PrecVal,
01-11-2004 00:00,0.408,unverified data,PrecVal,
02-11-2004 00:00,0.411,unverified data,PrecVal,
03-11-2004 00:00,0.414,unverified data,PrecVal,
04-11-2004 00:00,0.468,unverified data,PrecVal,
05-11-2004 00:00,0.388,unverified data,PrecVal,
06-11-2004 00:00,0.425,unverified data,PrecVal,
07-11-2004 00:00,0.416,unverified data,PrecVal,
08-11-2004 00:00,0.411,unverified data,PrecVal,
09-11-2004 00:00,0.413,unverified data,PrecVal,
10-11-2004 00:00,0.409,unverified data,PrecVal,
